Reconstruction Coord z;Map Coord z;Error z;
0.024346;0.397325;0.372979;
0.018173;0.641328;0.623156;
0.016483;0.685041;0.668558;
0.024365;0.651883;0.627518;
0.015670;0.651883;0.636213;
0.014656;0.499422;0.484766;
0.022457;0.464518;0.442061;
0.022457;0.464518;0.442061;
0.020242;0.478058;0.457817;
0.000047;inf;inf;
0.018318;0.501907;0.483589;
-0.019171;0.840468;0.859639;
0.016999;0.676313;0.659314;
0.052825;0.459347;0.406521;
0.024193;0.459347;0.435154;
0.015161;0.504009;0.488848;
0.019727;0.856334;0.836607;
0.009243;0.503089;0.493847;
0.021913;0.459386;0.437472;
0.013486;0.342807;0.329321;
0.009227;0.444987;0.435760;
0.017509;0.638367;0.620859;
0.017509;0.638367;0.620859;
0.006723;0.637948;0.631225;
0.013066;0.814064;0.800999;
0.011900;0.502516;0.490615;
-0.003215;0.807497;0.810712;
0.013500;0.845098;0.831598;
-0.008592;0.502509;0.511101;
0.019300;0.571813;0.552512;
-0.003078;0.664974;0.668052;
-0.106257;0.806032;0.912290;
0.014513;inf;inf;
0.015119;0.855608;0.840489;
0.015119;0.855608;0.840489;
0.015119;0.855608;0.840489;
0.016350;inf;inf;
0.015220;0.685636;0.670416;
-1.000000;0.685636;1.685636;
0.016656;0.853820;0.837164;
0.014928;0.809878;0.794950;
-0.021398;0.809878;0.831276;
0.002021;0.849989;0.847968;
0.010862;0.516086;0.505224;
0.014032;0.838431;0.824399;
-0.002474;0.815470;0.817944;
0.014453;0.814917;0.800464;
0.014139;0.851886;0.837747;
0.014854;0.806160;0.791306;
0.014366;0.796446;0.782080;
0.014479;0.811226;0.796747;
0.014526;0.813557;0.799031;
0.014526;0.813557;0.799031;
0.015846;0.791121;0.775274;
0.014648;0.791121;0.776473;
0.000640;inf;inf;
0.013914;0.791505;0.777591;
0.008265;0.526408;0.518143;
0.014602;0.809887;0.795284;
0.014175;inf;inf;
0.071739;0.532336;0.460596;
0.014383;0.665183;0.650800;
0.013832;0.516152;0.502320;
-0.007444;0.519476;0.526920;
-0.007444;0.519476;0.526920;
0.020263;0.345241;0.324979;
-0.001335;0.760875;0.762210;
-0.005166;0.530843;0.536010;
-0.040952;0.535255;0.576208;
-0.000590;0.626537;0.627127;
0.000530;0.671667;0.671136;
0.000530;0.671667;0.671136;
0.019344;0.544025;0.524681;
0.015953;0.721085;0.705131;
0.015788;0.721085;0.705296;
0.024871;0.370116;0.345245;
0.001860;0.527427;0.525568;
0.015831;0.562188;0.546357;
0.000055;0.542687;0.542632;
0.007915;0.535292;0.527377;
0.034302;0.131617;0.097314;
0.033764;0.262810;0.229046;
-0.001326;0.539088;0.540414;
0.019950;0.534036;0.514085;
0.031716;0.264069;0.232353;
0.000238;0.556799;0.556560;
0.017980;0.539195;0.521214;
0.017980;0.539195;0.521214;
0.001052;0.548918;0.547866;
-0.000664;0.531145;0.531809;
-0.002375;0.531145;0.533520;
-0.003655;0.537686;0.541341;
0.013432;0.539318;0.525886;
0.018437;0.554607;0.536170;
0.287349;0.537191;0.249841;
-0.004313;0.264168;0.268480;
0.024953;0.572182;0.547229;
-0.001601;0.531421;0.533022;
-0.002228;0.532844;0.535072;
0.034842;0.264424;0.229581;
0.034842;0.264424;0.229581;
0.035792;0.264182;0.228391;
0.018282;0.583412;0.565131;
0.000934;0.577489;0.576555;
0.079204;0.541921;0.462717;
0.034388;0.264683;0.230296;
0.034388;0.264683;0.230296;
0.069999;0.540842;0.470842;
0.018979;0.564507;0.545529;
0.029417;0.486959;0.457543;
-0.003855;0.554159;0.558014;
0.007951;0.549118;0.541167;
0.018259;0.500466;0.482207;
0.019533;0.506882;0.487349;
-0.000462;0.507396;0.507857;
0.171053;0.514608;0.343555;
0.035131;0.256861;0.221730;
0.035131;0.256861;0.221730;
0.000090;0.518350;0.518260;
-0.005952;0.518350;0.524302;
0.020220;0.542789;0.522569;
0.018463;0.502893;0.484430;
0.018941;0.508533;0.489592;
0.019353;0.492730;0.473377;
0.002464;0.493986;0.491522;
0.019172;0.518962;0.499790;
0.018807;0.511989;0.493183;
0.019824;0.517161;0.497336;
0.019827;0.522730;0.502903;
0.035365;0.254381;0.219016;
0.035365;0.254381;0.219016;
0.084673;0.258276;0.173603;
0.020271;0.520212;0.499941;
0.020297;0.484913;0.464616;
0.019525;0.484017;0.464491;
0.029985;0.256030;0.226046;
0.029985;0.256030;0.226046;
0.036110;0.255230;0.219120;
0.035999;0.258842;0.222843;
0.035999;0.258842;0.222843;
0.035623;0.255404;0.219780;
0.035709;0.255889;0.220180;
0.035932;0.257991;0.222059;
-0.303489;0.255198;0.558687;
0.020108;0.517069;0.496961;
-0.459977;0.262287;0.722264;
0.033831;0.258920;0.225089;
0.034677;0.263265;0.228589;
-0.110455;0.263265;0.373720;
0.025894;0.478408;0.452514;
0.021196;0.478408;0.457212;
0.021374;0.468391;0.447016;
0.034478;0.261017;0.226539;
0.034985;0.263229;0.228244;
0.034985;0.263229;0.228244;
0.034282;0.264616;0.230334;
0.011462;0.262875;0.251413;
0.022151;0.462732;0.440581;
0.024859;0.502675;0.477815;
0.020822;0.477703;0.456881;
0.025225;0.502046;0.476821;
0.069937;0.264643;0.194706;
0.034686;0.271173;0.236487;
0.033090;0.271481;0.238391;
0.028954;0.275139;0.246185;
0.032390;0.279381;0.246991;
-0.004079;0.279823;0.283903;
-0.005310;0.277713;0.283024;
0.021471;0.481838;0.460366;
0.022948;0.440246;0.417298;
0.022810;0.458773;0.435963;
