Reconstruction Coord z;Map Coord z;Error z;;;;;
0,01264;0,343011;0,330371;;;;;
0,030578;0,360697;0,330119;;;;;
0,030578;0,360697;0,330119;;;;;
0,029484;0,359397;0,329913;;;;;
0,002305;0,331838;0,329533;;;;;
0,013676;0,343011;0,329336;;;;;
0,051316;0,379485;0,32817;;;;;
0,030237;0,356908;0,326671;;;;;
0,063872;0,390347;0,326475;;;;;
0,030417;0,356065;0,325648;;;;;
0,032796;0,358035;0,325239;;;;;
0,031046;0,356154;0,325108;;;;;
0,019638;0,34355;0,323913;;;;;
0,029928;0,353105;0,323177;;;;;
0,029928;0,353105;0,323177;;;;;
0,071498;0,394125;0,322627;;;;;
0,018604;0,340982;0,322378;;;;;
0,035524;0,356745;0,321221;;;;;
;;0,448152365;;;;;
0,030462;0,351555;0,321093;;;;;
0,030462;0,351555;0,321093;;;;;
0,029356;0,350205;0,320849;;;;;
0,015044;0,335728;0,320684;;;;;
0,030178;0,350825;0,320647;;;;;
0,010981;0,329525;0,318544;;;;;
0,010981;0,329525;0,318544;;;;;
0,017326;0,335862;0,318536;;;;;
0,025848;0,344345;0,318497;;;;;
0,025848;0,344345;0,318497;;;;;
0,012894;0,331045;0,318151;;;;;
0,055567;0,373597;0,31803;;;;;
0,029593;0,347538;0,317945;;;;;
0,010232;0,325526;0,315293;;;;;
0,030779;0,345922;0,315144;;;;;
0,011289;0,325526;0,314237;;;;;
0,018635;0,331045;0,31241;;;;;
0,029469;0,341659;0,31219;;;;;
0,029469;0,341659;0,31219;;;;;
0,081108;0,393086;0,311978;;;;;
0,010705;0,321848;0,311142;;;;;
0,063562;0,374011;0,310449;;;;;
0,001176;0,310163;0,308987;;;;;
0,030821;0,338471;0,30765;;;;;
0,048479;0,356121;0,307643;;;;;
0,030028;0,336048;0,30602;;;;;
0,08722;0,393003;0,305784;;;;;
0,011377;0,315961;0,304584;;;;;
0,011377;0,315961;0,304584;;;;;
0,088592;0,392308;0,303716;;;;;
0,02703;0,32966;0,30263;;;;;
0,019766;0,321837;0,302072;;;;;
0,018706;0,320246;0,30154;;;;;
0,028789;0,328855;0,300066;;;;;
0,01065;0,310148;0,299498;;;;;
0,011577;0,310148;0,298571;;;;;
0,02865;0,325684;0,297035;;;;;
0,029213;0,325567;0,296354;;;;;
0,014369;0,310513;0,296145;;;;;
0,201773;0,49724;0,295466;;;;;
0,02849;0,323908;0,295418;;;;;
0,010625;0,305924;0,295299;;;;;
0,027684;0,321848;0,294163;;;;;
0,009687;0,302511;0,292824;;;;;
0,02182;0,314382;0,292562;;;;;
0,036318;0,328509;0,292191;;;;;
0,036318;0,328509;0,292191;;;;;
0,023141;0,314803;0,291662;;;;;
0,023141;0,314803;0,291662;;;;;
0,010914;0,302511;0,291598;;;;;
0,022557;0,314072;0,291515;;;;;
0,0153;0,305924;0,290623;;;;;
0,024283;0,314072;0,289789;;;;;
0,028775;0,317932;0,289156;;;;;
0,028926;0,316952;0,288026;;;;;
0,028953;0,314599;0,285645;;;;;
0,017222;0,301036;0,283813;;;;;
0,021481;0,305139;0,283658;;;;;
0,021481;0,305139;0,283658;;;;;
0,024013;0,307166;0,283153;;;;;
0,099897;0,382532;0,282635;;;;;
0,163449;0,44589;0,282441;;;;;
0,028671;0,311034;0,282363;;;;;
0,031863;0,314114;0,282251;;;;;
0,039592;0,321837;0,282246;;;;;
0,03043;0,31223;0,2818;;;;;
0,027849;0,309325;0,281476;;;;;
0,024727;0,305094;0,280367;;;;;
0,013263;0,293305;0,280042;;;;;
0,015491;0,294576;0,279085;;;;;
0,111866;0,390545;0,278679;;;;;
0,010709;0,287817;0,277108;;;;;
0,040684;0,316952;0,276268;;;;;
0,044484;0,320246;0,275762;;;;;
0,030104;0,305139;0,275036;;;;;
0,020839;0,293421;0,272582;;;;;
0,159612;0,430978;0,271366;;;;;
0,032228;0,302564;0,270336;;;;;
0,016707;0,286292;0,269584;;;;;
0,012019;0,281378;0,269359;;;;;
0,027749;0,292945;0,265196;;;;;
0,027749;0,292945;0,265196;;;;;
0,018887;0,282187;0,2633;;;;;
0,027369;0,290035;0,262666;;;;;
0,028205;0,29063;0,262424;;;;;
0,029262;0,291143;0,261881;;;;;
0,015325;0,275827;0,260502;;;;;
0,030853;0,291143;0,260289;;;;;
0,026313;0,286292;0,259978;;;;;
0,002973;0,261338;0,258365;;;;;
0,169473;0,425495;0,256022;;;;;
0,02731;0,282187;0,254877;;;;;
0,059543;0,31223;0,252687;;;;;
0,051544;0,303889;0,252345;;;;;
0,027128;0,277861;0,250733;;;;;
0,027052;0,277094;0,250042;;;;;
0,026931;0,276818;0,249887;;;;;
0,02719;0,276324;0,249134;;;;;
0,02719;0,276324;0,249134;;;;;
0,027183;0,274884;0,247701;;;;;
0,027183;0,274884;0,247701;;;;;
0,011222;0,256739;0,245517;;;;;
0,02481;0,270312;0,245503;;;;;
0,02481;0,270312;0,245503;;;;;
0,027203;0,272386;0,245183;;;;;
0,019621;0,262918;0,243297;;;;;
0,084286;0,325071;0,240784;;;;;
0,010446;0,250969;0,240523;;;;;
0,023001;0,26244;0,239439;;;;;
0,023001;0,26244;0,239439;;;;;
0,009607;0,24801;0,238404;;;;;
0,092377;0,32966;0,237284;;;;;
0,028468;0,265658;0,23719;;;;;
0,009723;0,243148;0,233425;;;;;
0,009727;0,24306;0,233333;;;;;
0,012311;0,24299;0,230679;;;;;
0,026314;0,256739;0,230425;;;;;
0,01395;0,243148;0,229197;;;;;
0,024634;0,253152;0,228518;;;;;
0,025239;0,252969;0,22773;;;;;
0,012687;0,236211;0,223524;;;;;
0,009627;0,232655;0,223028;;;;;
0,02574;0,247755;0,222015;;;;;
0,291528;0,512852;0,221324;;;;;
0,022173;0,241657;0,219484;;;;;
0,011275;0,230364;0,219088;;;;;
0,014407;0,232655;0,218248;;;;;
0,009629;0,226434;0,216804;;;;;
0,011263;0,227371;0,216108;;;;;
0,011793;0,227371;0,215578;;;;;
0,015193;0,230364;0,215171;;;;;
0,024638;0,239284;0,214646;;;;;
0,010844;0,224708;0,213864;;;;;
0,019804;0,233257;0,213454;;;;;
0,019833;0,233257;0,213424;;;;;
0,013393;0,226676;0,213283;;;;;
0,182768;0,395897;0,213128;;;;;
0,022376;0,234417;0,212041;;;;;
0,010966;0,222596;0,21163;;;;;
0,010778;0,221558;0,210779;;;;;
0,01098;0,21894;0,207959;;;;;
0,011209;0,219158;0,207949;;;;;
0,629318;0,422259;0,207059;;;;;
0,01298;0,21894;0,20596;;;;;
0,024573;0,228332;0,203759;;;;;
0,34946;0,148416;0,201044;;;;;
0,013147;0,209956;0,196809;;;;;
0,012863;0,207933;0,195071;;;;;
0,010124;0,205095;0,194971;;;;;
0,010549;0,205095;0,194546;;;;;
0,011337;0,201711;0,190374;;;;;
0,025395;0,215118;0,189722;;;;;
0,013258;0,201711;0,188453;;;;;
0,192768;0,379415;0,186647;;;;;
0,192768;0,379415;0,186647;;;;;
0,010218;0,1965;0,186282;;;;;
0,013234;0,197971;0,184737;;;;;
0,013234;0,197971;0,184737;;;;;
0,024498;0,209063;0,184565;;;;;
0,009893;0,194088;0,184195;;;;;
0,024002;0,207988;0,183986;;;;;
0,009553;0,193519;0,183965;;;;;
0,012909;0,19667;0,183761;;;;;
0,011315;0,192969;0,181654;;;;;
0,014317;0,19591;0,181594;;;;;
0,016133;0,19591;0,179778;;;;;
0,011102;0,189417;0,178316;;;;;
0,015542;0,192133;0,176591;;;;;
0,247911;0,42139;0,17348;;;;;
0,017208;0,190582;0,173374;;;;;
0,017208;0,190582;0,173374;;;;;
0,024337;0,194114;0,169778;;;;;
0,025016;0,194088;0,169072;;;;;
0,025016;0,194088;0,169072;;;;;
0,024461;0,193096;0,168635;;;;;
0,21107;0,3795;0,16843;;;;;
0,011503;0,16922;0,157717;;;;;
0,016514;0,174181;0,157667;;;;;
0,011704;0,1686;0,156896;;;;;
0,011734;0,1686;0,156866;;;;;
0,01183;0,168631;0,156801;;;;;
0,012536;0,169219;0,156683;;;;;
0,018124;0,174181;0,156056;;;;;
0,009971;0,165161;0,15519;;;;;
0,025448;0,180514;0,155066;;;;;
0,025448;0,180514;0,155066;;;;;
0,011982;0,166841;0,154859;;;;;
0,109891;0,264085;0,154193;;;;;
0,027156;0,181129;0,153973;;;;;
0,012359;0,165538;0,153179;;;;;
0,011418;0,164565;0,153147;;;;;
0,01451;0,166841;0,152331;;;;;
0,011062;0,163372;0,15231;;;;;
0,011675;0,163582;0,151908;;;;;
0,012957;0,164214;0,151258;;;;;
0,025017;0,176113;0,151096;;;;;
0,024311;0,175341;0,15103;;;;;
0,024311;0,175341;0,15103;;;;;
0,013135;0,163846;0,150711;;;;;
0,012149;0,162589;0,15044;;;;;
0,002945;0,152655;0,14971;;;;;
0,024208;0,173754;0,149546;;;;;
0,012102;0,161424;0,149321;;;;;
0,010353;0,159016;0,148663;;;;;
0,021185;0,16922;0,148035;;;;;
0,211911;0,359706;0,147794;;;;;
0,024298;0,170062;0,145764;;;;;
0,024087;0,16972;0,145633;;;;;
0,016995;0,162196;0,145201;;;;;
0,024219;0,169219;0,145;;;;;
0,01267;0,157488;0,144818;;;;;
0,023918;0,168631;0,144713;;;;;
0,024071;0,168519;0,144448;;;;;
0,024071;0,168519;0,144448;;;;;
0,011467;0,155881;0,144415;;;;;
0,015804;0,159037;0,143233;;;;;
0,023897;0,166873;0,142977;;;;;
0,014602;0,157048;0,142446;;;;;
0,002378;0,144528;0,14215;;;;;
0,02323;0,164917;0,141687;;;;;
0,02561;0,166841;0,141231;;;;;
0;0,140863;0,140863;;;;;
0,009841;0,150579;0,140737;;;;;
0,010448;0,150579;0,140131;;;;;
0,009582;0,149103;0,139521;;;;;
0,00963;0,149103;0,139473;;;;;
0,009631;0,149103;0,139473;;;;;
0,231057;0,091701;0,139356;;;;;
0,012163;0,150657;0,138493;;;;;
0,012014;0,150474;0,13846;;;;;
0,009618;0,147838;0,138219;;;;;
0,011192;0,148929;0,137737;;;;;
0,021198;0,158802;0,137604;;;;;
0,021198;0,158802;0,137604;;;;;
0,009596;0,147139;0,137543;;;;;
0,019372;0,156023;0,136652;;;;;
0,011949;0,148416;0,136466;;;;;
0,018829;0,155077;0,136248;;;;;
0,015215;0,150657;0,135442;;;;;
0,011901;0,147303;0,135402;;;;;
0,023951;0,159037;0,135086;;;;;
0,013675;0,148746;0,135071;;;;;
0,030788;0,165538;0,13475;;;;;
0,013954;0,147863;0,133908;;;;;
0,01844;0,151753;0,133313;;;;;
0,031046;0,164101;0,133055;;;;;
0,03116;0,163629;0,132469;;;;;
0,003026;0,134974;0,131948;;;;;
0,012848;0,144402;0,131553;;;;;
0,019293;0,150623;0,13133;;;;;
0,023893;0,155077;0,131184;;;;;
0,023164;0,152598;0,129434;;;;;
0,023276;0,152655;0,12938;;;;;
0,023575;0,152335;0,12876;;;;;
0,023575;0,152335;0,12876;;;;;
0,01545;0,144041;0,128592;;;;;
0,028852;0,157048;0,128196;;;;;
0,020967;0,148629;0,127662;;;;;
0,017451;0,144402;0,126951;;;;;
0,010818;0,136875;0,126058;;;;;
0,010818;0,136875;0,126058;;;;;
0,021325;0,146494;0,125169;;;;;
0,021325;0,146494;0,125169;;;;;
0,026835;0,151753;0,124918;;;;;
0,264764;0,387552;0,122788;;;;;
0,211949;0,089905;0,122044;;;;;
0,04264;0,164214;0,121574;;;;;
0,000356;0,121907;0,121551;;;;;
0,014161;0,13556;0,121399;;;;;
0,542893;0,421597;0,121296;;;;;
0,011401;0,13263;0,121229;;;;;
0,018335;0,139291;0,120956;;;;;
0,022825;0,143442;0,120617;;;;;
0,001555;0,121907;0,120352;;;;;
0,015263;0,134974;0,119711;;;;;
0,010518;0,130171;0,119653;;;;;
0,019718;0,139291;0,119574;;;;;
0,022783;0,140863;0,118081;;;;;
0,023169;0,140753;0,117584;;;;;
0,010646;0,12788;0,117234;;;;;
0,26829;0,384343;0,116053;;;;;
0,025872;0,141593;0,115721;;;;;
0,010946;0,12663;0,115683;;;;;
0,023218;0,137279;0,114061;;;;;
0,01321;0,126303;0,113093;;;;;
0,02426;0,137279;0,113019;;;;;
0,012358;0,124549;0,112192;;;;;
0,01245;0,124549;0,112099;;;;;
0,035411;0,146793;0,111382;;;;;
0,049041;0,157488;0,108447;;;;;
0,014391;0,122459;0,108068;;;;;
0,019787;0,126107;0,10632;;;;;
0,017637;0,123128;0,105491;;;;;
0,017637;0,123128;0,105491;;;;;
0,010919;0,116273;0,105355;;;;;
0,003187;0,108331;0,105144;;;;;
0,003187;0,108331;0,105144;;;;;
0,001378;0,106166;0,104787;;;;;
0,010921;0,115558;0,104638;;;;;
0,002148;0,106166;0,104018;;;;;
0,024993;0,128292;0,103298;;;;;
0,034887;0,137596;0,102709;;;;;
0,003175;0,104697;0,101522;;;;;
0,031988;0,132845;0,100857;;;;;
0,010613;0,111301;0,100688;;;;;
0,011069;0,11162;0,10055;;;;;
0,017908;0,115558;0,09765;;;;;
0,010828;0,107187;0,096359;;;;;
0,010798;0,105141;0,094343;;;;;
0,02064;0,113044;0,092404;;;;;
0,025761;0,118134;0,092373;;;;;
0,012557;0,104641;0,092083;;;;;
0,035142;0,126303;0,091161;;;;;
0,022912;0,111827;0,088915;;;;;
0,022912;0,111827;0,088915;;;;;
0,017938;0,106236;0,088299;;;;;
0,022599;0,110345;0,087747;;;;;
0,024727;0,11162;0,086893;;;;;
0,021416;0,107164;0,085747;;;;;
0,039354;0,124298;0,084944;;;;;
0,031367;0,116273;0,084906;;;;;
0,011682;0,096291;0,08461;;;;;
0,011994;0,094826;0,082832;;;;;
0,022481;0,104662;0,082181;;;;;
0,028589;0,109128;0,080539;;;;;
0,0285;0,10797;0,07947;;;;;
0,0285;0,10797;0,07947;;;;;
0,011522;0,089833;0,078311;;;;;
0,023207;0,100101;0,076895;;;;;
0,01704;0,092319;0,075279;;;;;
0,030907;0,106009;0,075102;;;;;
0,022784;0,092922;0,070139;;;;;
0,367236;0,298977;0,068259;;;;;
0,010283;0,076725;0,066441;;;;;
0,072831;0,137596;0,064765;;;;;
0,011796;0,076451;0,064655;;;;;
0,188409;0,124037;0,064372;;;;;
0,076315;0,013002;0,063313;;;;;
0,022263;0,084003;0,06174;;;;;
0,081081;0,020366;0,060715;;;;;
0,064472;0,124298;0,059826;;;;;
0,016634;0,076451;0,059817;;;;;
0,047298;0,106166;0,058867;;;;;
0,027882;0,085467;0,057585;;;;;
0,027882;0,085467;0,057585;;;;;
0,021637;0,07887;0,057234;;;;;
0,021637;0,07887;0,057234;;;;;
0,026746;0,082655;0,055909;;;;;
0,026746;0,082655;0,055909;;;;;
0,055132;0;0,055132;;;;;
0,021522;0,076256;0,054734;;;;;
0,025451;0,079448;0,053997;;;;;
0,025451;0,079448;0,053997;;;;;
0,024325;0,076411;0,052086;;;;;
0,024325;0,076411;0,052086;;;;;
0,024342;0,075939;0,051598;;;;;
0,023484;0,07404;0,050556;;;;;
0,02362;0,073057;0,049437;;;;;
0,082884;0,132062;0,049178;;;;;
0,009831;0,058619;0,048788;;;;;
0,011162;0,059867;0,048705;;;;;
0,021402;0,069722;0,04832;;;;;
0,010313;0,058215;0,047902;;;;;
0,047824;0;0,047824;;;;;
0,060372;0,01275;0,047622;;;;;
0,010768;0,058046;0,047278;;;;;
0,010956;0,058046;0,04709;;;;;
0,097158;0,142684;0,045526;;;;;
0,071279;0,11553;0,044251;;;;;
0,071279;0,11553;0,044251;;;;;
0,016796;0,058215;0,041419;;;;;
0,064914;0,024042;0,040872;;;;;
0,022204;0,062086;0,039882;;;;;
0,020994;0,060447;0,039453;;;;;
0,072727;0,111695;0,038968;;;;;
0,072727;0,111695;0,038968;;;;;
0,038297;0;0,038297;;;;;
0,019795;0,057764;0,037969;;;;;
0,037906;0;0,037906;;;;;
0,012364;0,049819;0,037455;;;;;
0,012364;0,049819;0,037455;;;;;
0,021592;0,057764;0,036172;;;;;
0,014281;0,049967;0,035686;;;;;
0,035391;0;0,035391;;;;;
0,082552;0,117591;0,035039;;;;;
0,082552;0,117591;0,035039;;;;;
0,159264;0,192306;0,033042;;;;;
0,023225;0,056098;0,032873;;;;;
0,023225;0,056098;0,032873;;;;;
0,032552;0;0,032552;;;;;
0,080257;0,110345;0,030088;;;;;
0,02971;0;0,02971;;;;;
0,015298;0,044884;0,029586;;;;;
0,012671;0,041969;0,029298;;;;;
0,020291;0,049566;0,029275;;;;;
0,020786;0,049967;0,029181;;;;;
0,028812;0;0,028812;;;;;
0,021315;0,050117;0,028801;;;;;
0,013541;0,041936;0,028395;;;;;
0,011392;0,038278;0,026886;;;;;
0,014617;0,040175;0,025558;;;;;
0,024886;0;0,024886;;;;;
0,024447;0;0,024447;;;;;
0,013893;0,038278;0,024385;;;;;
0,022543;0,046829;0,024286;;;;;
0,024182;0;0,024182;;;;;
0,022334;0;0,022334;;;;;
0,021958;0;0,021958;;;;;
0,021751;0;0,021751;;;;;
0,021711;0,043224;0,021513;;;;;
0,028522;0,050032;0,02151;;;;;
0,028522;0,050032;0,02151;;;;;
0,021407;0;0,021407;;;;;
0,020655;0,04189;0,021236;;;;;
0,046883;0,067811;0,020928;;;;;
0,018498;0,03942;0,020922;;;;;
0,019973;0,040445;0,020473;;;;;
0,020447;0;0,020447;;;;;
0,074419;0,094826;0,020407;;;;;
0,019405;0,039749;0,020344;;;;;
0,022064;0,041969;0,019905;;;;;
0,027327;0,047183;0,019856;;;;;
0,027327;0,047183;0,019856;;;;;
0,056537;0,075939;0,019402;;;;;
0,025514;0,044706;0,019192;;;;;
0,023059;0,041532;0,018473;;;;;
0,018407;0;0,018407;;;;;
0,018407;0;0,018407;;;;;
0,020961;0,038988;0,018027;;;;;
0,020362;0,038373;0,018011;;;;;
0,021178;0,039007;0,017828;;;;;
0,020792;0,03833;0,017538;;;;;
0,023989;0,041465;0,017475;;;;;
0,016411;0;0,016411;;;;;
0,020856;0,037113;0,016257;;;;;
0,023299;0,038973;0,015674;;;;;
0,029803;0,015235;0,014567;;;;;
0,013638;0;0,013638;;;;;
0,030636;0,043821;0,013185;;;;;
0,012778;0;0,012778;;;;;
0,012626;0;0,012626;;;;;
0,294909;0,307166;0,012257;;;;;
0,01225;0;0,01225;;;;;
0,010179;0,022416;0,012238;;;;;
0,01212;0;0,01212;;;;;
0,011811;0;0,011811;;;;;
0,011811;0;0,011811;;;;;
0,01117;0;0,01117;;;;;
0,010929;0;0,010929;;;;;
0,010462;0;0,010462;;;;;
0,139288;0,128858;0,01043;;;;;
0,010258;0;0,010258;;;;;
0,010258;0;0,010258;;;;;
0,010059;0;0,010059;;;;;
0,009733;0;0,009733;;;;;
0,025954;0,016275;0,009679;;;;;
0,009614;0;0,009614;;;;;
0,011484;0,019014;0,00753;;;;;
0,01467;0,021139;0,006469;;;;;
0,011387;0,017747;0,00636;;;;;
0,029746;0,035335;0,005589;;;;;
0,018788;0,024267;0,005479;;;;;
0,010652;0,015753;0,005101;;;;;
0,015749;0,020409;0,004661;;;;;
0,016901;0,021139;0,004238;;;;;
0,010479;0,014628;0,00415;;;;;
0,019866;0,015753;0,004113;;;;;
0,019866;0,015753;0,004113;;;;;
0,003933;0;0,003933;;;;;
0,010961;0,014628;0,003667;;;;;
0,019849;0,016205;0,003644;;;;;
0,016909;0,02051;0,003601;;;;;
0,016909;0,02051;0,003601;;;;;
0,011272;0,014628;0,003356;;;;;
0,016033;0,01275;0,003282;;;;;
0,016547;0,019431;0,002884;;;;;
0,016588;0,019467;0,002879;;;;;
0,002691;0;0,002691;;;;;
0,016705;0,01939;0,002686;;;;;
0,016705;0,01939;0,002686;;;;;
0,002642;0;0,002642;;;;;
0,019303;0,016679;0,002624;;;;;
0,023079;0,02058;0,002499;;;;;
0,016063;0,01778;0,001717;;;;;
0,017219;0,018751;0,001532;;;;;
0,016395;0,01778;0,001385;;;;;
0,001368;0;0,001368;;;;;
0,001368;0;0,001368;;;;;
0,016803;0,017913;0,00111;;;;;
0,016803;0,017913;0,00111;;;;;
0,012116;0,013002;0,000886;;;;;
0,017832;0,017919;0,000087;;;;;
